leaid,year,lea_name,phone,urban_centric_locale,number_of_schools,enrollment,teachers_total_fte,Unnamed: 8,rev_total,rev_fed_total,rev_state_total,rev_local_total,exp_total,exp_current_instruction_total,outlay_capital_total,payments_charter_schools,salaries_instruction,benefits_employee_total,debt_interest,debt_longterm_outstand_end_fy,debt_shortterm_outstand_end_fy,fiscal year,name of school district,secured_net taxable value,unsecured_net taxable value,assessed_value,adjusted_assessed_value
640320,2014,UNION ELEMENTARY,4083778010,11,9,5533,231,,63222000,1709000,14992000,46521000,56213000,30009000,4718000,0,21374000,9893000,2755000,137390000,0,2014,Union Elementary,7148482588,89270287,7237752875,7355165365.156729
640500,2014,UPPER LAKE UNION HIGH,7072752655,41,3,302,13.5,,4172000,403000,1817000,1952000,3811000,1681000,31000,0,994000,931000,204000,3687000,0,2014,Upper Lake Union High,761729276,14803839,776533115,789130213.6
640590,2014,VACAVILLE UNIFIED,7074536117,23,17,12837,531.3900146484375,,113255000,5988000,66874000,40393000,110881000,60042000,620000,0,42276000,22561000,4401000,82296000,0,2014,Vacaville Unified,8745123763,345472209,9090595972,9238065708.604021
640740,2014,VALLEJO CITY UNIFIED,7075568921,12,26,14996,589.2000122070312,,163090000,15039000,109505000,38546000,156077000,87527000,4031000,704000,52290000,34812000,6167000,77233000,0,2014,Vallejo City Unified,7352264089,243861691,7596125780,7719351877.764981
640800,2014,VALLEY HOME JOINT ELEMENTARY,2098470117,41,1,144,7,,1630000,137000,752000,741000,1608000,860000,18000,0,449000,295000,35000,1787000,0,2014,Valley Home Joint Elementary,45739932,192534,45932466,46677593.01735472
640980,2014,VENTURA UNIFIED,8056415000,12,29,17366,670.3699951171875,,190465000,18133000,91388000,80944000,186604000,99006000,4625000,0,63003000,45087000,2798000,55900000,0,2014,Ventura Unified,14952919500,590323071,15543242571,15795388623.357609
641040,2014,VICTOR ELEMENTARY,7602451691,12,19,12181,447.4800109863281,,123559000,11989000,90930000,20640000,119497000,67952000,7010000,0,42455000,25940000,4536000,63058000,0,2014,Victor Elementary,4982198769,401708772,5383907541,5471246526.190538
641130,2014,VINELAND ELEMENTARY,6618453713,41,2,823,36.00999832,,9063000,1288000,6440000,1335000,7601000,4319000,159000,0,2690000,1625000,111000,4953000,0,2014,Vineland Elementary,265097388,13010142,278107530,282619054.2524272
641160,2014,VISALIA UNIFIED,5597307300,12,40,28267,1062.3900146484375,,286187000,26012000,196789000,63386000,286841000,155163000,31077000,0,93222000,63428000,1582000,62525000,0,2014,Visalia Unified,9517323472,618355076,10135678548,10300101854.280518
641190,2014,VISTA UNIFIED,7607262170,21,34,25377,1110.739990234375,,254605000,22433000,135653000,96519000,246882000,143114000,7941000,0,92198000,53478000,5410000,110410000,0,2014,Vista Unified,12942536468,337503096,13280039564,13495471417
641250,2014,WALNUT CREEK ELEMENTARY,9259446850,13,7,3608,154.02999877929688,,36157000,1209000,7300000,27648000,33013000,21107000,640000,0,14431000,5873000,1065000,26163000,0,2014,Walnut Creek Elementary,10033211773,374480378,10407692151,10576528124.448948
641280,2014,WALNUT VALLEY UNIFIED,9095951261,21,15,14532,562.8900146484375,,148344000,4657000,89900000,53787000,154420000,79236000,17144000,0,54562000,30218000,3927000,125239000,0,2014,Walnut Valley Unified,9006373577,166150356,9172523933,9321322724
641400,2014,WASCO UNION ELEMENTARY,6617587100,32,5,3584,147.1999969482422,,37674000,4385000,26311000,6978000,35916000,18979000,746000,0,12186000,7662000,68000,6369000,0,2014,Wasco Union Elementary,1125055736,100357023,1225412759,1245291686.3395877
641430,2014,WASCO UNION HIGH,6617588447,32,2,1747,78.40000153,,23747000,1621000,10239000,11887000,25085000,9949000,3937000,0,6128000,4686000,1095000,21900000,0,2014,Wasco Union High,5105576983,140969996,5246546979,5331657669.592438
641460,2014,WASHINGTON COLONY ELEMENTARY,5592330706,21,1,427,21.5,,4543000,530000,3443000,570000,4456000,2576000,75000,0,1590000,920000,17000,300000,0,2014,Washington Colony Elementary,123084679,2189536,125274215,127306442.09998639
641580,2014,WASHINGTON UNIFIED,9163757600,21,15,7978,363.0700073242188,,89094000,7211000,54159000,27724000,84992000,42037000,6877000,0,28192000,13663000,5665000,67488000,0,2014,Washington Unified,4817693014,454716234,5272409248,5357939482.262529
641610,2014,WASHINGTON UNION ELEMENTARY,8314842166,22,4,933,40,,9084000,178000,2428000,6478000,8935000,5052000,220000,0,3151000,2021000,521000,11895000,0,2014,Washington Union Elementary,1810496724,30183693,1840680417,1870540357.6577137
641980,2014,WEED UNION ELEMENTARY,5309266007,33,2,244,13.75,,3267000,460000,1030000,1777000,4911000,1724000,1816000,0,1034000,707000,7000,0,0,2014,Reed Union Elementary,6578861247,55793611,6634654858,6742283753.551124
642000,2014,WEST COVINA UNIFIED,6269394600,21,18,14213,742.9899902,,117981000,8295000,81348000,28338000,111873000,60438000,3228000,0,41425000,18947000,1319000,27130000,0,2014,West Covina,4871704583,106505416,4978209999,5058967665
642120,2014,WESTSIDE UNION ELEMENTARY,6617220716,21,13,8941,333.2600098,,78772000,4488000,54784000,19500000,85767000,47571000,10472000,0,33464000,15475000,2973000,89937000,0,2014,Westside Union Elementary,5564410984,110831774,5675242758,5767307850.020805
642140,2014,WESTERN PLACER UNIFIED,9166456350,21,13,9116,464.6000061035156,,90605000,4454000,32442000,53709000,89488000,50077000,2327000,0,31993000,16985000,8342000,33570000,0,2014,Western Placer Unified,6517743519,130503560,6648247079,6756096471
642180,2014,WESTMORLAND UNION ELEMENTARY,7603444364,42,1,363,19,,4583000,629000,3028000,926000,4575000,2643000,106000,0,1634000,1051000,26000,425000,0,2014,Westmorland Union Elementary,234461786,11485686,245947472,249937288.40213466
642210,2014,WESTSIDE ELEMENTARY,5598842494,11,3,854,32.68000030517578,,10395000,540000,8678000,1177000,9761000,4541000,11000,0,2661000,1706000,482000,300000,0,2014,Westside Elementary,251485184,40752709,292237893,296978643.2477467
642270,2014,WEST SIDE UNION ELEMENTARY,7074333923,41,1,166,7,,1466000,76000,225000,1165000,1505000,884000,0,0,544000,274000,0,0,0,2014,Westside Union Elementary,5564410984,110831774,5675242758,5767307850.020805
642300,2014,WESTWOOD UNIFIED,5302562311,43,3,382,21.37000084,,2894000,306000,1862000,726000,2667000,1309000,45000,0,679000,872000,47000,570000,0,2014,Westwood Unified,119255111,6325145,125580256,127617447.76740743
642350,2014,WHEATLAND UNION HIGH,5306333100,31,2,735,32.70000076293945,,7971000,482000,4575000,2914000,8589000,4042000,1153000,0,2761000,1419000,293000,5965000,0,2014,Wheatland Union High,980636879,,,
642450,2014,WHITTIER CITY ELEMENTARY,5627893000,21,13,6124,228.63999938964844,,65177000,6718000,42631000,15828000,68214000,35702000,7916000,0,23743000,12316000,2119000,55963000,0,2014,Whittier City Elementary,5044464247,166233248,5210697495,5295226627.025854
642480,2014,WHITTIER UNION HIGH,5626988121,21,7,12983,474.7799987792969,,181975000,17827000,123960000,40188000,199303000,85551000,16730000,0,56678000,30574000,7490000,150845000,0,2014,Whittier Union High,14450597252,470603114,14921200366,15163255506.781462
642510,2014,WILLIAM S. HART UNION HIGH,6612590033,21,21,26983,1115.560059,,285681000,9018000,172059000,104604000,285211000,132493000,34154000,0,90488000,49693000,16401000,457344000,0,2014,William S. Hart Union High,32610660524,1142324709,33752985233,34300533914.873146
642560,2014,WILLITS UNIFIED,7074595314,33,12,1942,102.7300033569336,,19386000,2554000,9689000,7143000,17615000,9730000,83000,0,6106000,4348000,211000,14467000,0,2014,Willits Unified,1030769065,46862946,1077632011,1095113605.0899494
642580,2014,LAYTONVILLE UNIFIED,7079846414,43,6,404,24.18000030517578,,5471000,452000,2052000,2967000,5346000,2708000,119000,0,1790000,1115000,69000,8731000,0,2014,Laytonville Unified,384212351,6646750,390859101,397199707.14411765
642750,2014,WILMAR UNION ELEMENTARY,7077654340,23,1,234,11.199999809265137,,2478000,102000,653000,1723000,4120000,1341000,1956000,0,910000,450000,86000,3982000,0,2014,Wilmar Union Elementary,431012135,3821603,434833738,441887710.8
642930,2014,WINTERS JOINT UNIFIED,5307956100,31,4,1521,67.31999969482422,,16560000,1204000,10659000,4697000,15729000,8197000,508000,0,5814000,2852000,215000,7510000,0,2014,Winters Joint Unified,174316773,3591029,177907802,180793863.2419197
642990,2014,WISEBURN ELEMENTARY,3106433025,21,-2,,,,112600000,1211000,36325000,75064000,33772000,14270000,2950000,0,10680000,3662000,5041000,173976000,0,2014,Wiseburn Elementary,5618754404,1309102811,6927857215,7040242506.555483
643080,2014,WOODLAND JOINT UNIFIED,5306620201,23,17,10055,438.9400024414063,,104223000,8078000,63380000,32765000,96393000,53123000,1320000,0,37714000,16549000,1382000,22710000,0,2014,Woodland Joint Unified,57499722,4967254,62466976,63480329.63770908
643140,2014,WOODSIDE ELEMENTARY,6508511571,21,1,438,36.09999847412109,,12944000,129000,787000,12028000,14859000,6817000,3916000,0,4481000,2153000,810000,30483000,0,2014,Woodside Elementary,2849617345,6373575,2855990920,2902321460.925274
643200,2014,WRIGHT ELEMENTARY,7075420550,12,3,1622,68.01999664,,18062000,1383000,9879000,6800000,18823000,11199000,1373000,0,5961000,3749000,613000,10100000,0,2014,Wright Elementary,1368928800,121202710,1490131510,1514304765.7427373
643380,2014,YREKA UNION ELEMENTARY,5308421168,32,3,984,51.5,,9726000,1364000,5737000,2625000,9453000,5906000,51000,0,3630000,2231000,0,0,0,2014,Eureka Union Elementary,4741917011,100623813,4842540824,4921097633.917534
643470,2014,YUBA CITY UNIFIED,5308225200,13,19,13366,641.3599853515625,,136638000,12014000,88149000,36475000,130964000,75421000,1281000,0,50031000,27492000,2056000,34921000,0,2014,Yuba City Unified,4072024537,400458220,4472482757,4545036399.926417
691136,2014,AROMAS/SAN JUAN UNIFIED,8316234500,42,3,1164,52.33000183105469,,13130000,853000,2512000,9765000,15888000,6816000,3052000,0,4581000,2700000,297000,16390000,0,2014,Aromas-San Juan Unified,372423510,13122359,385545869,391800282.67379236
691137,2014,BIG OAK FLAT-GROVELAND UNIFIED,2099625765,42,4,339,20.14999961853028,,5887000,267000,1004000,4616000,5502000,2756000,68000,0,1913000,963000,394000,9561000,0,2014,Big Oak Flat-Groveland Unified,989385432,48546003,1037931435,1054768997.2240759
600001,2015,ACTON-AGUA DULCE UNIFIED,6612695999,21,22,7475,391.1600036621094,,31281000,1073000,19277000,10931000,35919000,11067000,9952000,0,7443000,3820000,833000,14800000,0,2015,Acton-Agua Dulce Unified,1689408885,21003670,1710412555,1712441568.4277809
600006,2015,ROSS VALLEY ELEMENTARY,4154542162,21,5,2330,111.26000213623048,,31755000,728000,10514000,20513000,29701000,16311000,2635000,0,10627000,5743000,1943000,45201000,0,2015,Ross Valley Elementary,4852194781,34294364,4886489145,4892285847.123664
600013,2015,ROCKLIN UNIFIED,9166242428,21,22,12985,561.9199829101562,,146849000,4239000,71725000,70885000,128182000,70077000,7219000,0,48206000,23761000,11566000,156377000,0,2015,Rocklin Unified,6981392167,117331580,7098723747,7107144759.673617
600016,2015,UPLAND UNIFIED,9099851864,21,14,11138,473.3599853515625,,137722000,8046000,85422000,44254000,128184000,81266000,5310000,0,52729000,31705000,1764000,130839000,0,2015,Upland Unified,7588887154,238493508,7827380662,7836666059.503148
600017,2015,APPLE VALLEY UNIFIED,7602478001,21,15,14238,589.0200195,,154609000,12652000,117199000,24758000,133755000,78831000,1920000,0,50665000,32045000,1473000,32276000,0,2015,Apple Valley Unified,5483797074,139886119,5623683193,5630354407.309569
600019,2015,DUBLIN UNIFIED,9258282551,21,11,9965,431.2699890136719,,124319000,1961000,51634000,70724000,121044000,63353000,11373000,0,46720000,18360000,7568000,370211000,0,2015,Dublin Unified,10823651047,229047093,11052698140,11065809639.254206
600020,2015,PLEASANTON UNIFIED,9254625500,13,16,14754,603.2399902,,187689000,8230000,97611000,81848000,174535000,101845000,166000,0,71433000,29988000,2559000,24300000,0,2015,Pleasanton Unified,18129229626,695254864,18824484490,18846815436.81725
600021,2015,SUNOL GLEN UNIFIED,9258622026,41,1,281,13.619999885559082,,3613000,60000,1341000,2212000,3401000,1846000,29000,0,1198000,528000,162000,1324000,0,2015,Sunol Glen Unified,341458543,87043132,428501675,429009994.2647645
600022,2015,MENDOTA UNIFIED,5596554942,41,7,3215,139.02999877929688,,44834000,5172000,32736000,6926000,37178000,19598000,1427000,0,11241000,8471000,905000,24241000,0,2015,Mendota Unified,990302819,57908277,1048211096,1049454558.802419
600025,2015,MANHATTAN BEACH UNIFIED,3103187345,21,8,6774,282.5,,95278000,1836000,30934000,62508000,92497000,50216000,5736000,0,32181000,18048000,4337000,137831000,0,2015,Manhattan Beach Unified,13909286422,234925659,14144212081,14160990954.701456
600026,2015,EL TEJON UNIFIED,6612486247,41,3,764,33.900001525878906,,9688000,764000,4503000,4421000,9120000,4531000,72000,0,2830000,2146000,78000,5500000,0,2015,El Tejon Unified,733960662,4714577,738675239,739551508.2803668
600028,2015,TEMECULA VALLEY UNIFIED,9516762661,12,30,29996,1177.060059,,323323000,11534000,203123000,108666000,318565000,183001000,36263000,0,126745000,59610000,7222000,93712000,0,2015,Temecula Valley Unified,16450361291,393412133,16843773424,16863754710.00722
600029,2015,MURRIETA VALLEY UNIFIED,9516961600,21,20,22825,833.1900024414062,,262961000,11763000,155403000,95795000,239940000,139287000,16428000,0,98619000,51379000,7741000,226297000,0,2015,Murrieta Valley Unified,11290485699,172170208,11462655907,11476253727.412008
600032,2015,REDONDO BEACH UNIFIED,3103795449,21,13,9529,377.5400085449219,,126434000,5893000,52795000,67746000,123014000,59525000,13628000,0,41697000,19132000,9518000,228093000,0,2015,Redondo Beach Unified,13055105600,480068998,13535174598,13551230987.978207
600033,2015,DOS PALOS ORO LOMA JOINT UNIFIED,2093920200,32,7,2293,104.2300033569336,,30491000,3251000,21359000,5881000,26367000,13715000,969000,0,8637000,5681000,95000,3990000,0,2015,Dos Palos Oro Loma Joint Unified,469832478,31896944,501729422,502324609.24378794
600034,2015,WINDSOR UNIFIED,7078377701,21,10,5349,243.3500061035156,,68376000,3734000,30627000,34015000,64648000,33653000,5782000,0,19562000,15131000,3525000,74212000,0,2015,Windsor Unified,4000663524,80018520,4080682044,4085522840.2380633
600035,2015,FARMERSVILLE UNIFIED,5595922010,22,6,2580,95.65000153,,35401000,4984000,27495000,2922000,31840000,16781000,1247000,0,9228000,7388000,352000,4971000,0,2015,Farmersville Unified,295026423,8525842,303552265,303912360.3582326
600036,2015,NATOMAS UNIFIED,9165675400,11,19,14298,616.0700073242188,,172245000,9840000,113970000,48435000,177604000,82546000,32899000,0,54025000,28810000,7851000,238101000,0,2015,Natomas Unified,7273326691,679091464,7952418155,7961851881
600037,2015,FERNDALE UNIFIED,7077865900,42,2,525,25.739999771118164,,6317000,306000,3958000,2053000,5587000,3494000,68000,0,2180000,1340000,35000,738000,0,2015,Ferndale Unified,317965559,12854950,330820509,331212951.8951273
600039,2015,DELHI UNIFIED,2096562000,23,7,2669,141,,34860000,3188000,27677000,3995000,33892000,18600000,390000,0,12117000,7324000,407000,5901000,0,2015,Delhi Unified,541964904,30421973,572386877,573065883.2
600040,2015,RIVERDALE JOINT UNIFIED,5598678200,31,4,1610,80.01000213623047,,22094000,1636000,14552000,5906000,23386000,10381000,5088000,0,6356000,4333000,327000,1228000,0,2015,Riverdale Joint Unified,998093660,81473597,1079567257,1080847916.7181728
600043,2015,SCOTTS VALLEY UNIFIED,8314381820,22,4,2545,108.75,,27662000,766000,10553000,16343000,26638000,14844000,2163000,0,8389000,6118000,1240000,29885000,0,2015,Scotts Valley Unified,,72407664,,
600044,2015,HEALDSBURG UNIFIED,7074313488,21,5,1674,82,,29112000,1592000,5069000,22451000,43424000,14765000,17176000,0,7859000,6504000,1348000,65740000,0,2015,Healdsburg Unified,4150017028,186534288,4336551316,4341695642.627341
600045,2015,ORLAND JOINT UNIFIED,5308651200,32,6,2183,104.26000213623048,,26872000,2062000,18005000,6805000,25079000,14048000,1194000,0,8388000,6232000,681000,17837000,0,2015,Orland Joint Unified,1021069914,46601494,1067671408,1068937956.0132012
600046,2015,GONZALES UNIFIED,8316750100,32,4,2423,109.55999755859376,,32570000,2951000,19347000,10272000,31777000,15405000,3649000,0,9750000,6840000,36000,7792000,0,2015,Gonzales Unified,817621624,85881974,903503598,904575398.4419643
600047,2015,TRACY JOINT UNIFIED,2098303200,23,22,16702,719.2299805,,193250000,9878000,130735000,52637000,177377000,94789000,16491000,0,64315000,35464000,4268000,74409000,0,2015,Tracy Joint Unified,12826525873,553930498,13380456371,13396329223.176645
600051,2015,GRIDLEY UNIFIED,5308464721,32,6,2068,89.37000274658203,,24958000,1693000,17805000,5460000,22953000,13538000,718000,0,8753000,4774000,88000,2450000,0,2015,Gridley Unified,689522120,48260656,737782776,738657986.6
600062,2015,OAKDALE JOINT UNIFIED,2098484884,21,9,5300,227.9199981689453,,58717000,3061000,34910000,20746000,55525000,33022000,1602000,0,20809000,9551000,637000,13760000,0,2015,Oakdale Joint,47013391,232427,47245818,47301864.36077317
600067,2015,CARUTHERS UNIFIED,5598646500,42,3,1424,74,,20401000,2015000,14320000,4066000,22828000,9525000,4785000,0,5868000,3889000,499000,11529000,0,2015,Caruthers Unified,759168028,48980169,808148197,809106880.0607367
600068,2015,GOLDEN VALLEY UNIFIED,5596453570,31,9,1880,89.80999755859375,,22969000,747000,14336000,7886000,20138000,10519000,212000,0,6964000,4631000,1331000,41272000,0,2015,Golden Valley Unified,1061742749,22573978,1084316727,1085603020.878409
600069,2015,VALLEY CENTER-PAUMA UNIFIED,7607490464,41,8,4087,186.94000244140625,,50510000,4797000,23980000,21733000,48796000,26749000,370000,0,18770000,10341000,908000,454000,0,2015,Valley Center-Pauma Unified,2757889871,18954122,2776843993,2780138083.500084
600153,2015,ALHAMBRA UNIFIED,6269433000,21,18,17301,661.9199829101562,,295097000,30947000,201497000,62653000,290345000,118636000,16184000,0,71436000,59687000,6250000,172034000,0,2015,Alhambra Unified,11334575504,240610050,11575185554,11588916865.109396
600159,2015,SCOTT VALLEY UNIFIED,5304682727,43,7,647,37.43000030517578,,9621000,823000,5349000,3449000,9727000,5096000,273000,0,3159000,1895000,92000,0,0,2015,Scotts Valley Unified,,72407664,,
601332,2015,TWIN RIVERS UNIFIED,9165661600,21,54,31137,1354.530029296875,,452602000,41474000,337063000,74065000,395973000,210672000,22693000,0,131977000,74633000,13166000,278096000,0,2015,Twin Rivers Unified,65939083,201500,66140583,66219043.68
601414,2015,SANTA BARBARA UNIFIED,8059634338,13,26,15453,662.1199951171875,,185507000,11927000,40807000,132773000,175678000,85874000,12683000,0,61784000,28153000,5404000,184235000,0,2015,Santa Barbara Unified,53244161983,1968957626,55213119609,55278617351.48841
601426,2015,BONSALL UNIFIED,7606315200,21,6,2959,142.89999389648438,,32696000,1538000,9899000,21259000,31953000,15024000,6258000,0,9566000,5597000,584000,18775000,0,2015,Bonsall Unified,3053300373,15887115,3069187488,3072828377.2154846
601428,2015,WISEBURN UNIFIED,3106433025,21,9,4129,178.27000427246094,,51026000,1261000,18995000,30770000,58977000,16454000,23604000,0,11654000,5184000,5024000,180136000,0,2015,Wiseburn Unified,5715122052,0,5715122052,5721901737.609192
601620,2015,ABC UNIFIED,5629265566,21,30,20863,832.6500244140625,,257162000,16105000,192445000,48612000,239286000,138866000,2727000,0,88478000,58387000,692000,63998000,0,2015,ABC Unified,12175947372,631533787,12807481159,12822674307.09266
601650,2015,ACALANES UNION HIGH,9252803900,21,5,5546,270,,88189000,1511000,14268000,72410000,87370000,42377000,5966000,0,27247000,19435000,6399000,127702000,0,2015,Acalanes Union High,26786341750,465956651,27252298401,27284627022.087276
601710,2015,ADELANTO ELEMENTARY,7602468691,21,17,10970,414.3599853515625,,124431000,9511000,102965000,11955000,109715000,58900000,720000,0,35234000,24445000,3243000,22137000,0,2015,Adelanto Elementary,3298006634,240130039,3538136673,3542333863.202945
601860,2015,ALBANY CITY UNIFIED,5105583750,21,6,3822,181.1499938964844,,72752000,5991000,44317000,22444000,70779000,30597000,1631000,0,17727000,16133000,1538000,31312000,0,2015,Albany City Unified,2119744557,25834706,2145579263,2148124502.2303066
602100,2015,ALPINE UNION ELEMENTARY,6194453236,21,8,1707,75.68000030517578,,19346000,869000,10500000,7977000,17914000,10575000,73000,0,7203000,3776000,480000,15853000,0,2015,Alpine Union Elementary,2241294210,30574112,2271868322,2274563374.3240795
602160,2015,ALTA LOMA ELEMENTARY,9094845151,21,10,5906,218.42999267578125,,65385000,2706000,44620000,18059000,56060000,34402000,468000,0,22006000,14846000,1433000,11665000,0,2015,Alta Loma Elementary,5753789813,56100030,5809889843,5816781948.925506
602310,2015,ALUM ROCK UNION ELEMENTARY,4089286800,11,28,12068,521.0900268554688,,180949000,14150000,103478000,63321000,151058000,86625000,8764000,0,52168000,32590000,8539000,95928000,0,2015,Alum Rock Union Elementary,7032519472,128700834,7161220306,7169715456.551658
602430,2015,ALVORD UNIFIED,9515095070,11,23,19466,794.0499877929688,,247061000,20503000,180690000,45868000,237626000,134949000,6629000,0,89261000,51238000,8626000,255128000,0,2015,Alvord Unified,4859602994,157462099,5017065093,5023016693.631082
602450,2015,AMADOR COUNTY UNIFIED,2092231750,32,12,3829,168.1999969482422,,40459000,1895000,14153000,24411000,37750000,18135000,485000,0,11693000,7459000,43000,9055000,0,2015,Amador County Unified,4218995633,91023060,4310018693,4315131545
602630,2015,ANAHEIM UNION HIGH,7149993511,11,21,31276,1171.0699462890625,,424945000,36354000,275691000,112900000,400111000,232089000,13758000,0,142941000,104129000,5081000,144804000,0,2015,Anaheim Union High,34955688802,1822693671,36778382473,36822011614.794846
602670,2015,WEST SONOMA COUNTY UNION HIGH,7078246403,21,5,2015,98.33000183105467,,28724000,1167000,11043000,16514000,36814000,16418000,9683000,0,8397000,7729000,788000,23697000,0,2015,West Sonoma County Union High,7472938354,157710847,7630649201,7639701221.605352
602730,2015,ANDERSON VALLEY UNIFIED,7078953774,43,3,522,33,,8940000,1064000,4450000,3426000,9201000,4634000,1171000,0,2719000,2224000,268000,7235000,0,2015,Anderson Valley Unified,519214286,32621053,551835339,552489965.4580915
602820,2015,ANTELOPE VALLEY UNION HIGH,6619487655,21,15,24127,1024.439941,,308755000,22661000,232023000,54071000,285635000,161862000,4837000,0,103948000,64944000,3464000,79686000,0,2015,Antelope Valley Union High,2519571,209501,2729072,2732309.419952978
602850,2015,ANTIOCH UNIFIED,9257797500,21,27,17874,676.4199829101562,,212392000,13756000,142162000,56474000,213482000,122653000,17069000,0,72522000,46401000,4693000,92765000,0,2015,Antioch Unified,5324911589,175789487,5500701076,5507226400.146379
602970,2015,ARCADIA UNIFIED,6268218300,13,11,9523,377.1400146484375,,125911000,4234000,52060000,69617000,116906000,63902000,9744000,0,45002000,21286000,7885000,235429000,0,2015,Arcadia Unified,12387154633,167474452,12554629085,12569522281.918957
603000,2015,ARCATA ELEMENTARY,7078220351,33,6,1067,59.02000045776367,,13893000,1250000,7534000,5109000,12415000,6815000,49000,0,4507000,2793000,361000,9142000,0,2015,Arcata Elementary,860390080,34217968,894608048,895669295.9057678
603030,2015,NORTHERN HUMBOLDT UNION HIGH,7078396481,33,7,1790,86.41999816894531,,23921000,1374000,11805000,10742000,27725000,13683000,5005000,0,8403000,5833000,850000,21156000,0,2015,Northern Humboldt Union High,3713517351,124840098,3838357449,3842910782.511191
603090,2015,ARENA UNION ELEMENTARY,7078822803,43,2,340,23.63999938964844,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2015,Arena Union Elementary,689387500,12956250,702343750,703176920.2754999
603180,2015,ARMONA UNION ELEMENTARY,5595835003,23,5,1608,80.90000153,,15222000,1341000,11733000,2148000,12595000,6897000,843000,0,4237000,2876000,66000,2300000,0,2015,Armona Union Elementary,532377519,21857365,554234884,554892356.9696021
603300,2015,ATASCADERO UNIFIED,8054624200,23,12,4701,197.3800048828125,,55339000,2624000,21462000,31253000,76408000,26709000,26446000,0,18505000,10174000,3004000,81370000,0,2015,Atascadero Unified,4267142870,83598332,4350741202,4355902361.682704
603420,2015,ATWATER ELEMENTARY,2093576100,22,10,4899,193.7700042724609,,59678000,6168000,48782000,4728000,49468000,28344000,2409000,0,18161000,10164000,235000,11668000,0,2015,Atwater Elementary,1676865748,131919023,1808784771,1810930480.5702415
603600,2015,AZUSA UNIFIED,6269676211,21,18,8900,396.9100036621094,,131423000,11689000,89865000,29869000,124691000,67536000,6123000,0,43088000,22340000,2024000,95469000,0,2015,Azusa Unified,3758580555,106223365,3864803920,3869388626.2023115
603610,2015,BAKER VALLEY UNIFIED,7607334567,43,4,125,15.75,,4190000,123000,577000,3490000,3517000,1917000,221000,0,1072000,821000,19000,325000,0,2015,Baker Valley Unified,1154374418,339106622,1493481040,1495252713.7844548
603690,2015,BALDWIN PARK UNIFIED,6269623311,21,22,18407,839.4199829101562,,221483000,20885000,154124000,46474000,201573000,108329000,2394000,0,72224000,40018000,4729000,146822000,0,2015,Baldwin Park Unified,3998893047,184734062,4183627109,4188590026.020326
603840,2015,BANNING UNIFIED,9519220200,21,13,4527,172.11000061035156,,61502000,6498000,40383000,14621000,57091000,30754000,1873000,0,18202000,11802000,2246000,48858000,0,2015,Banning Unified,1633126458,191197439,1824323897,1826488040.1903746
603870,2015,BANTA ELEMENTARY,2092294651,41,3,1202,51.84000015258789,,7311000,746000,3166000,3399000,5306000,2141000,221000,0,1276000,813000,830000,8485000,0,2015,Banta Elementary,406587310,29745423,436332733,436850342.0245884
604020,2015,BARSTOW UNIFIED,7602556000,32,12,6024,240.2899932861328,,74932000,6108000,56284000,12540000,60164000,34799000,185000,0,20973000,13757000,551000,12508000,0,2015,Barstow Unified,1616097164,188634268,1804731432,1806872333.2102733
604110,2015,BASSETT UNIFIED,6269313000,21,7,3789,161.61000061035156,,64704000,5120000,43392000,16192000,70195000,28694000,9261000,0,18175000,10483000,1472000,40596000,0,2015,Bassett Unified,1705711263,205409626,1911120889,1913387996.9761183
604200,2015,BAYSHORE ELEMENTARY,4154675443,21,2,386,19,,5541000,268000,2679000,2594000,7041000,2860000,2126000,0,1747000,918000,130000,6000000,0,2015,Bayshore Elementary,781982934,,,
604230,2015,BEAR VALLEY UNIFIED,9098664631,32,7,2296,102,,34085000,2004000,15208000,16873000,28064000,15197000,447000,0,10233000,6123000,1356000,17424000,0,2015,Bear Valley Unified,5440571913,61796477,5502368390,5508895692.033226
604260,2015,BEARDSLEY ELEMENTARY,6613938550,21,4,1782,76,,22592000,2119000,13251000,7222000,19517000,10616000,123000,0,6478000,4293000,519000,13404000,0,2015,Beardsley Elementary,1765154587,387847804,2153002391,2155556436.074455
604290,2015,BEAUMONT UNIFIED,9518451631,21,13,9627,345.32000732421875,,115980000,8224000,72889000,34867000,104600000,50624000,11682000,0,30996000,21281000,2820000,57798000,0,2015,Beaumont Unified,3710599588,46806039,3757405627,3761862929.6832128
604380,2015,BELLEVUE UNION ELEMENTARY,7075425197,21,5,1910,80.33000183105469,,29148000,2956000,13993000,12199000,33433000,16403000,5860000,0,8368000,4286000,1610000,36105000,0,2015,Bellevue Union Elementary,2377790803,117921021,2495711824,2498672415.4596243
604440,2015,BELLFLOWER UNIFIED,5628669011,21,15,12678,549.9099731445312,,155786000,11555000,118018000,26213000,154253000,85813000,10173000,0,54989000,32923000,2653000,78273000,0,2015,Bellflower Unified,5342065532,89221938,5431287470,5437730450.773587
604620,2015,BENICIA UNIFIED,7077478300,22,8,4947,210.3999938964844,,57503000,1825000,31334000,24344000,54936000,30212000,4866000,0,20487000,10860000,2142000,68620000,0,2015,Benicia Unified,4895572700,231997277,5127569977,5133652666
