leaid,year,lea_name,phone,urban_centric_locale,number_of_schools,enrollment,teachers_total_fte,,rev_total,rev_fed_total,rev_state_total,rev_local_total,exp_total,exp_current_instruction_total,outlay_capital_total,payments_charter_schools,salaries_instruction,benefits_employee_total,debt_interest,debt_longterm_outstand_end_fy,debt_shortterm_outstand_end_fy,fiscal year,name of school district,secured_net taxable value,unsecured_net taxable value
640230,2013,TWIN HILLS UNION ELEMENTARY,7078230871,41,4,1210,54.150001525878906,,10294000,300000,6252000,3742000,10192000,6258000,761000,0,3893000,1651000,179000,5934000,0,2013,Twin Hills Union Elementary,894907738,5096693
640300,2013,UKIAH UNIFIED,7074725000,33,15,6366,282.32000732421875,,63977000,6232000,32772000,24973000,68094000,35105000,6445000,0,23973000,12746000,3073000,56366000,0,2013,Ukiah Unified,3412181103,178480165
640320,2013,UNION ELEMENTARY,4083778010,11,9,5408,226.8300018310547,,52044000,1662000,12015000,38367000,49707000,28070000,1414000,0,20250000,7946000,2463000,63742000,0,2013,Union Elementary,6550729241,80278361
640500,2013,UPPER LAKE UNION HIGH,7072752655,41,3,310,15.100000381469728,,4192000,389000,1869000,1934000,4771000,1728000,1113000,0,1014000,755000,184000,3382000,0,2013,Upper Lake Union High,760496034,15312257
640590,2013,VACAVILLE UNIFIED,7074536117,23,16,12459,519.8800048828125,,108442000,5911000,65581000,36950000,106451000,58416000,1767000,0,41576000,21479000,4645000,83711000,0,2013,Vacaville Unified,8801048310,362380425
640740,2013,VALLEJO CITY UNIFIED,7075568921,12,26,15080,601.8300170898438,,150525000,14643000,99139000,36743000,141747000,75975000,3896000,602000,49872000,28631000,6470000,77233000,0,2013,Vallejo City Unified,7403673670,263327367
640800,2013,VALLEY HOME JOINT ELEMENTARY,2098470117,41,1,155,8,,1657000,83000,886000,688000,1514000,780000,7000,0,433000,284000,40000,1750000,0,2013,Valley Home Joint Elementary,46173093,196140
640980,2013,VENTURA UNIFIED,8056415000,12,29,17430,665.9699707,,172694000,15856000,80190000,76648000,168023000,87506000,4369000,0,59814000,38504000,2954000,59940000,0,2013,Ventura Unified,14322106587,605962877
641040,2013,VICTOR ELEMENTARY,7602451691,12,19,12028,415.7999877929688,,107141000,11095000,75736000,20310000,103551000,58117000,10154000,0,38082000,21482000,1483000,69702000,0,2013,Victor Elementary,4873662746,354967297
641130,2013,VINELAND ELEMENTARY,6618453713,41,2,812,34,,8361000,1477000,5472000,1412000,7617000,4059000,14000,0,2467000,1686000,124000,3888000,0,2013,Vineland Elementary,238653511,11053628
641160,2013,VISALIA UNIFIED,5597307300,12,40,27835,1045.9200439453125,,254913000,22835000,169194000,62884000,256599000,139355000,27991000,0,89119000,52742000,1551000,41005000,0,2013,Visalia Unified,9334695894,636086719
641190,2013,VISTA UNIFIED,7607262170,21,34,25670,1042.8699951171875,,243715000,22277000,117301000,104137000,220102000,125498000,9000000,0,83074000,45841000,5587000,110442000,0,2013,Vista Unified,12566266112,341717994
641250,2013,WALNUT CREEK ELEMENTARY,9259446850,13,6,3557,151.55999755859375,,32824000,1105000,6567000,25152000,32243000,20331000,675000,0,14855000,5111000,1118000,28820000,0,2013,Walnut Creek Elementary,9271494435,348621444
641280,2013,WALNUT VALLEY UNIFIED,9095951261,21,15,14575,561.2000122070312,,182647000,4444000,89256000,88947000,142486000,72306000,16136000,0,51341000,28150000,3862000,131123000,0,2013,Walnut Valley Unified,8631046947,166864577
641400,2013,WASCO UNION ELEMENTARY,6617587100,32,5,3526,133.1999969482422,,33153000,3955000,22597000,6601000,31040000,16853000,203000,0,11049000,6718000,151000,4985000,0,2013,Wasco Union Elementary,1086518212,92726783
641430,2013,WASCO UNION HIGH,6617588447,32,2,1730,76,,21111000,1393000,5395000,14323000,24449000,8738000,5803000,0,5741000,4242000,1100000,21900000,0,2013,Wasco Union High,4954381610,131400027
641460,2013,WASHINGTON COLONY ELEMENTARY,5592330706,21,1,419,20.5,,4221000,553000,3042000,626000,3962000,2346000,176000,0,1568000,765000,18000,303000,0,2013,Washington Colony Elementary,116647554,2360963
641580,2013,WASHINGTON UNIFIED,9163757600,21,14,7848,358.07000732421875,,78374000,6977000,47290000,24107000,77587000,37438000,7206000,0,25677000,12264000,4880000,71513000,0,2013,Washington Unified,4630070384,445814619
641610,2013,WASHINGTON UNION ELEMENTARY,8314842166,22,4,940,38.59999847412109,,8947000,150000,2369000,6428000,8675000,4829000,248000,0,3112000,1984000,537000,12300000,0,2013,Washington Union Elementary,1775301671,30522076
641980,2013,WEED UNION ELEMENTARY,5309266007,33,2,238,13,,2954000,410000,822000,1722000,2872000,1555000,16000,0,998000,640000,7000,0,0,2013,Reed Union Elementary,6336003417,55975391
642000,2013,WEST COVINA UNIFIED,6269394600,21,17,14402,556.2600098,,111576000,7658000,82314000,21604000,108861000,54389000,1606000,0,37683000,17084000,1353000,27940000,0,2013,West Covina,4737194872,105486129
642120,2013,WESTSIDE UNION ELEMENTARY,6617220716,21,13,8951,330.44000244140625,,74207000,4801000,50628000,18778000,78901000,42813000,8770000,0,30883000,14429000,2494000,92108000,0,2013,Westside Union Elementary,5476374243,143227707
642140,2013,WESTERN PLACER UNIFIED,9166456350,21,13,9084,285.0299987792969,,83472000,4074000,28927000,50471000,75310000,44177000,2246000,0,30147000,14253000,750000,15167000,0,2013,Western Placer Unified,5988635608,135659993
642180,2013,WESTMORLAND UNION ELEMENTARY,7603444364,42,1,363,21,,4321000,644000,2776000,901000,3901000,2293000,52000,0,1650000,591000,62000,520000,0,2013,Westmorland Union Elementary,229201438,11517205
642210,2013,WESTSIDE ELEMENTARY,5598842494,11,3,829,36.88999938964844,,9225000,485000,7580000,1160000,8681000,4348000,0,0,2564000,1521000,30000,307000,0,2013,Westside Elementary,225023138,39743845
642270,2013,WEST SIDE UNION ELEMENTARY,7074333923,41,1,170,7,,1537000,83000,294000,1160000,1432000,854000,8000,0,520000,242000,0,0,0,2013,Westside Union Elementary,5476374243,143227707
642300,2013,WESTWOOD UNIFIED,5302562311,43,5,326,18.12000084,,3162000,234000,1970000,958000,2626000,1163000,108000,0,624000,800000,31000,640000,0,2013,Westwood Unified,137676238,5061499
642450,2013,WHITTIER CITY ELEMENTARY,5627893000,21,13,6183,228.2899932861328,,58532000,6842000,37731000,13959000,65926000,34163000,7632000,0,22868000,11483000,1739000,25148000,0,2013,Whittier City Elementary,4925257369,143081599
642480,2013,WHITTIER UNION HIGH,5626988121,21,7,13263,455.1400146484375,,177145000,21165000,115680000,40300000,179384000,75086000,17748000,0,51423000,27740000,6557000,152848000,0,2013,Whittier Union High,17575225693,897380799
642510,2013,WILLIAM S. HART UNION HIGH,6612590033,21,21,25640,1071.72998,,245303000,8702000,170211000,66390000,245029000,120417000,15752000,0,82994000,46335000,15584000,462427000,0,2013,William S. Hart Union High,31867974426,1151190716
642560,2013,WILLITS UNIFIED,7074595314,33,12,1950,95.38999938964844,,18573000,2217000,8952000,7404000,16137000,9040000,165000,0,5743000,4029000,252000,19902000,0,2013,Willits Unified,1026545238,45322132
642580,2013,LAYTONVILLE UNIFIED,7079846414,43,6,410,23.61000061035156,,5379000,423000,2003000,2953000,4867000,2692000,0,0,1782000,1115000,79000,3331000,0,2013,Laytonville Unified,372660526,7607246
642930,2013,WINTERS JOINT UNIFIED,5307956100,31,4,1537,67.55000305175781,,14577000,1075000,9462000,4040000,14149000,7691000,415000,0,5744000,2276000,188000,3120000,0,2013,Winters Joint Unified,165913462,1651393
642990,2013,WISEBURN ELEMENTARY,3106433025,21,7,3877,165.92999267578125,,33504000,1060000,14439000,18005000,33265000,12929000,5427000,0,9728000,3781000,5001000,173406000,0,2013,Wiseburn Elementary,5380215633,1248333868
643080,2013,WOODLAND JOINT UNIFIED,5306620201,23,17,9991,430.8200073242188,,97567000,9027000,56662000,31878000,89361000,47954000,720000,0,35595000,13977000,1571000,24360000,0,2013,Woodland Joint Unified,56575809,4610230
643140,2013,WOODSIDE ELEMENTARY,6508511571,21,1,452,34.040000915527344,,12091000,184000,849000,11058000,11953000,6476000,1446000,0,4224000,2048000,1055000,16195000,0,2013,Woodside Elementary,2611866586,7321519
643200,2013,WRIGHT ELEMENTARY,7075420550,12,3,1620,69.13999938964844,,16196000,1387000,9026000,5783000,21397000,9770000,5506000,0,5504000,3122000,517000,5943000,0,2013,Wright Elementary,1338350268,137705796
643380,2013,YREKA UNION ELEMENTARY,5308421168,32,3,994,52.29999923706055,,9267000,1390000,5358000,2519000,9308000,5540000,521000,0,3488000,2197000,0,0,0,2013,Eureka Union Elementary,4566880592,96281718
643470,2013,YUBA CITY UNIFIED,5308225200,13,19,13401,622.7700195,,125365000,13261000,76870000,35234000,119249000,69241000,1566000,0,46751000,23879000,2036000,37942000,0,2013,Yuba City Unified,4056101076,401558613
691136,2013,AROMAS/SAN JUAN UNIFIED,8316234500,42,3,1149,49.25,,13663000,725000,3652000,9286000,12923000,6955000,471000,0,4663000,2787000,310000,14897000,0,2013,Aromas-San Juan Unified,361861947,11353469
691137,2013,BIG OAK FLAT-GROVELAND UNIFIED,2099625765,42,5,352,22.81999969482422,,5813000,227000,1157000,4429000,5878000,2591000,584000,0,1851000,882000,460000,9880000,0,2013,Big Oak Flat-Groveland Unified,971934887,48185736
600001,2014,ACTON-AGUA DULCE UNIFIED,6612695999,11,22,4043,219.57000732421875,,37562000,937000,29265000,7360000,29788000,8513000,10699000,0,5918000,2713000,900000,14606000,0,2014,Acton-Agua Dulce Unified,1634789385,20270669
600006,2014,ROSS VALLEY ELEMENTARY,4154542162,21,5,2320,113.04000091552734,,31956000,788000,11707000,19461000,29277000,15394000,3512000,0,10425000,4809000,1883000,33911000,0,2014,Ross Valley Elementary,4600424415,33785161
600013,2014,ROCKLIN UNIFIED,9166242428,21,22,12738,551.7199707,,130980000,4165000,65042000,61773000,123359000,69375000,2022000,0,48536000,21425000,11511000,159758000,0,2014,Rocklin Unified,6490907601,125028425
600016,2014,UPLAND UNIFIED,9099851864,21,14,11380,462.7000122070313,,118489000,7677000,73116000,37696000,109371000,68874000,4300000,0,43522000,27058000,1817000,101458000,0,2014,Upland Unified,7173957601,238131489
600017,2014,APPLE VALLEY UNIFIED,7602478001,21,16,14401,584.0700073242188,,132520000,11063000,96353000,25104000,122469000,73213000,2183000,0,48281000,28283000,1602000,34478000,0,2014,Apple Valley Unified,5195741249,148432163
600019,2014,DUBLIN UNIFIED,9258282551,21,11,9151,378.1900024414063,,106378000,1903000,40760000,63715000,136804000,53187000,35234000,0,40025000,14268000,12521000,266015000,0,2014,Dublin Unified,9370521401,213130165
600020,2014,PLEASANTON UNIFIED,9254625500,13,16,14768,579.5300293,,176005000,7555000,82936000,85514000,158232000,90804000,481000,0,67998000,20944000,2434000,34564000,0,2014,Pleasanton Unified,17182452045,626314994
600021,2014,SUNOL GLEN UNIFIED,9258622026,41,1,278,13.119999885559082,,3275000,66000,1165000,2044000,3472000,1664000,458000,0,1135000,451000,150000,1373000,0,2014,Sunol Glen Unified,328777685,69651139
600022,2014,MENDOTA UNIFIED,5596554942,41,7,3146,128.1199951171875,,41803000,5110000,29948000,6745000,37406000,18675000,4734000,0,10480000,7363000,584000,25997000,0,2014,Mendota Unified,953485446,74493765
600025,2014,MANHATTAN BEACH UNIFIED,3103187345,21,8,6890,276.1099853515625,,85912000,2319000,24431000,59162000,91953000,45055000,11950000,0,30386000,14100000,3864000,152765000,0,2014,Manhattan Beach Unified,13149351698,250676602
600026,2014,EL TEJON UNIFIED,6612486247,41,3,744,29.989999771118164,,9780000,839000,4179000,4762000,8675000,4073000,105000,0,2409000,1988000,151000,5760000,0,2014,El Tejon Unified,749839106,4813644
600028,2014,TEMECULA VALLEY UNIFIED,9516762661,12,30,30016,1159.72998,,274335000,11259000,170046000,93030000,263383000,160220000,15933000,0,115906000,50661000,2037000,57407000,0,2014,Temecula Valley Unified,14851418329,368871098
600029,2014,MURRIETA VALLEY UNIFIED,9516961600,21,20,22698,852.7199707,,231305000,11403000,130178000,89724000,217034000,132343000,6982000,0,94811000,44348000,7866000,185957000,0,2014,Murrieta Valley Unified,10359127938,172500705
600032,2014,REDONDO BEACH UNIFIED,3103795449,21,13,9364,354.5299987792969,,112248000,5711000,43363000,63174000,111126000,52842000,12373000,0,37751000,16784000,8162000,220865000,0,2014,Redondo Beach Unified,12402927983,518090135
600033,2014,DOS PALOS ORO LOMA JOINT UNIFIED,2093920200,32,7,2277,99.36000061035156,,26017000,3230000,18949000,3838000,30226000,13275000,6296000,0,8600000,4684000,49000,3866000,0,2014,Dos Palos Oro Loma Joint Unified,440095146,30373316
600034,2014,WINDSOR UNIFIED,7078377701,21,9,5415,238.7100067138672,,59980000,3761000,25835000,30384000,55493000,31686000,1029000,0,18665000,14025000,4012000,70226000,0,2014,Windsor Unified,3613983873,75528935
600035,2014,FARMERSVILLE UNIFIED,5595922010,22,6,2626,113.81999969482422,,28619000,3779000,22140000,2700000,28680000,16515000,1057000,0,10098000,6173000,67000,1801000,0,2014,Farmersville Unified,276550594,8911442
600036,2014,NATOMAS UNIFIED,9165675400,11,19,13630,577.4799805,,151818000,8836000,104764000,38218000,149044000,88066000,4319000,0,50543000,41380000,5752000,186159000,0,2014,Natomas Unified,6714609760,694861192
600037,2014,FERNDALE UNIFIED,7077865900,42,2,494,24.71999931335449,,5436000,335000,3178000,1923000,5214000,3229000,41000,0,2018000,1193000,38000,802000,0,2014,Ferndale Unified,309171346,12752326
600039,2014,DELHI UNIFIED,2096562000,23,7,2686,123.04000091552734,,28062000,2939000,21479000,3644000,32436000,15247000,3806000,0,10342000,5302000,421000,3352000,0,2014,Delhi Unified,482518051,27418785
600040,2014,RIVERDALE JOINT UNIFIED,5598678200,31,4,1620,79.01000213623047,,18072000,1708000,11237000,5127000,16193000,9301000,220000,0,5883000,3430000,300000,1441000,0,2014,Riverdale Joint Unified,945950711,85981592
600043,2014,SCOTTS VALLEY UNIFIED,8314381820,22,4,2482,106.3000030517578,,23867000,785000,8574000,14508000,23173000,13671000,464000,0,8174000,5837000,696000,30873000,0,2014,Scotts Valley Unified,3099440668,67761007
600044,2014,HEALDSBURG UNIFIED,7074313488,21,5,1650,80.80000305175781,,27143000,1309000,3440000,22394000,38129000,13366000,13767000,0,7515000,6109000,1285000,58502000,0,2014,Healdsburg Unified,3972417462,183707096
600045,2014,ORLAND JOINT UNIFIED,5308651200,32,6,2254,99.66000366210938,,22354000,1747000,14167000,6440000,21282000,12465000,142000,0,7577000,5226000,685000,17320000,0,2014,Orland Joint Unified,981868279,39077866
600046,2014,GONZALES UNIFIED,8316750100,32,4,2477,106.75,,30017000,2850000,17181000,9986000,26728000,14012000,1194000,0,9243000,5478000,50000,7758000,0,2014,Gonzales Unified,757585067,83396244
600047,2014,TRACY JOINT UNIFIED,2098303200,23,24,16935,730.9099731445312,,164861000,10229000,107598000,47034000,155664000,89379000,6629000,0,61222000,31170000,3242000,78435000,0,2014,Tracy Joint Unified,11380396556,498281670
600051,2014,GRIDLEY UNIFIED,5308464721,32,6,2051,92.76000213623048,,21578000,1630000,14830000,5118000,21886000,12416000,1798000,0,8267000,4274000,88000,2455000,0,2014,Gridley Unified,661648589,
600062,2014,OAKDALE JOINT UNIFIED,2098484884,21,9,5292,239.1000061035156,,52681000,2954000,29798000,19929000,55274000,30264000,4741000,0,19691000,9522000,664000,14515000,0,2014,Oakdale Joint,45739932,192534
600067,2014,CARUTHERS UNIFIED,5598646500,42,3,1428,73,,18073000,2017000,11902000,4154000,21973000,8943000,5544000,0,5508000,3657000,242000,11778000,0,2014,Caruthers Unified,753018680,46631659
600068,2014,GOLDEN VALLEY UNIFIED,5596457500,41,9,1923,89.16000366210938,,19889000,779000,12098000,7012000,18862000,9657000,54000,0,6657000,3846000,1254000,43240000,0,2014,Golden Valley Unified,1014758259,20375154
600069,2014,VALLEY CENTER-PAUMA UNIFIED,7607490464,41,8,4155,181.4900054931641,,45315000,4828000,19881000,20606000,45465000,24765000,1296000,0,17852000,8644000,831000,752000,0,2014,Valley Center-Pauma Unified,2666749462,18641318
600153,2014,ALHAMBRA UNIFIED,6269433000,21,18,17617,667.6199951171875,,265255000,30775000,176107000,58373000,261694000,106440000,8334000,0,64634000,54118000,6292000,173234000,0,2014,Alhambra Unified,10821164540,240171692
600159,2014,SCOTT VALLEY UNIFIED,5304682727,43,6,658,38.68999862670898,,8838000,912000,4616000,3310000,9380000,4707000,268000,0,2953000,1613000,36000,0,0,2014,Scotts Valley Unified,3099440668,67761007
601332,2014,TWIN RIVERS UNIFIED,9165661600,21,54,31035,1430.800048828125,,370600000,42138000,257165000,71297000,375253000,197933000,24122000,0,128047000,61548000,13262000,267292000,0,2014,Twin Rivers Unified,62287864,195210
601414,2014,SANTA BARBARA UNIFIED,8059634338,13,26,15593,668.8900146484375,,167231000,12104000,28747000,126380000,180397000,81161000,29132000,0,59141000,23547000,5612000,198399000,0,2014,Santa Barbara Unified,50630027652,1958526389
601620,2014,ABC UNIFIED,5629265566,21,30,20998,833.1099853515625,,213910000,16698000,159361000,37851000,215031000,119990000,4339000,0,83649000,44587000,798000,67270000,0,2014,ABC Unified,11728275858,611445936
601650,2014,ACALANES UNION HIGH,9252803900,21,5,5402,267.6000061035156,,77867000,1317000,8811000,67739000,78537000,38226000,6041000,0,24940000,15731000,5089000,115670000,0,2014,Acalanes Union High,23517845568,495138016
601710,2014,ADELANTO ELEMENTARY,7602468691,21,16,10378,396.9299926757813,,103147000,9065000,82225000,11857000,106877000,53080000,6403000,0,32755000,19747000,3684000,22905000,0,2014,Adelanto Elementary,3213323231,267687488
601860,2014,ALBANY CITY UNIFIED,5105583750,21,6,3881,183.8999938964844,,65721000,6245000,38927000,20549000,68063000,27768000,3425000,0,17420000,12635000,1627000,34140000,0,2014,Albany City Unified,2035550543,25902237
602100,2014,ALPINE UNION ELEMENTARY,6194453236,21,8,1845,80.01000213623047,,18191000,1145000,9346000,7700000,15893000,9868000,15000,0,6717000,3269000,418000,16351000,0,2014,Alpine Union Elementary,2125079412,31860042
602160,2014,ALTA LOMA ELEMENTARY,9094845151,21,10,5917,221.1199951171875,,58314000,2470000,38397000,17447000,52852000,32947000,213000,0,20525000,13929000,1362000,12935000,0,2014,Alta Loma Elementary,5381463695,58201612
602310,2014,ALUM ROCK UNION ELEMENTARY,4089286800,11,29,12386,551.4000244140625,,144586000,14457000,88071000,42058000,138079000,82546000,5335000,0,51898000,29375000,5037000,99704000,0,2014,Alum Rock Union Elementary,6491437920,130903138
602430,2014,ALVORD UNIFIED,9515095070,11,23,19390,775.1699829101562,,206864000,15707000,143935000,47222000,207122000,119001000,5123000,0,81790000,42070000,8801000,246671000,0,2014,Alvord Unified,4621520648,146406077
602450,2014,AMADOR COUNTY UNIFIED,2092231750,32,12,3825,164.38999938964844,,32878000,1974000,8583000,22321000,34821000,16657000,1608000,0,11329000,5914000,9000,9435000,0,2014,Amador County Unified,4107830661,102093626
602630,2014,ANAHEIM UNION HIGH,7149993511,11,21,31659,1221.709961,,364430000,36163000,241953000,86314000,362935000,212223000,6169000,0,139532000,83434000,4689000,151309000,0,2014,Anaheim Union High,33395081493,1382914730
602670,2014,WEST SONOMA COUNTY UNION HIGH,7078246403,21,5,2069,98.12999725341795,,25227000,1205000,8737000,15285000,26190000,16188000,1363000,0,8214000,6876000,576000,25040000,0,2014,West Sonoma County Union High,7118789151,146961247
602730,2014,ANDERSON VALLEY UNIFIED,7078953774,43,3,540,31.38999938964844,,7967000,1019000,3650000,3298000,8325000,4469000,809000,0,2662000,2122000,226000,7349000,0,2014,Anderson Valley Unified,511957649,28161452
602820,2014,ANTELOPE VALLEY UNION HIGH,6619487655,21,15,24619,1027.9100341796875,,262153000,21091000,197437000,43625000,264098000,148919000,7058000,0,96744000,58469000,5093000,83004000,0,2014,Antelope Valley Union High,2448096,209484
602850,2014,ANTIOCH UNIFIED,9257797500,21,28,18352,722.6400146484375,,180321000,14480000,114200000,51641000,219700000,117726000,19278000,0,70877000,40791000,4134000,62788000,0,2014,Antioch Unified,4657065351,193977628
602970,2014,ARCADIA UNIFIED,6268218300,13,11,9582,375.2600098,,113308000,4065000,44345000,64898000,140830000,58860000,40958000,0,42920000,18052000,7334000,231991000,0,2014,Arcadia Unified,11430359709,148199315
603000,2014,ARCATA ELEMENTARY,7078220351,33,6,1059,60.290000915527344,,12336000,1590000,6040000,4706000,14744000,6389000,2850000,0,4288000,2363000,338000,9518000,0,2014,Arcata Elementary,843097552,31971453
603030,2014,NORTHERN HUMBOLDT UNION HIGH,7078396481,33,7,1739,87.51999664,,21617000,1765000,9689000,10163000,24026000,13104000,2630000,0,8133000,5236000,674000,12810000,0,2014,Northern Humboldt Union High,3652952545,121404477
603090,2014,ARENA UNION ELEMENTARY,7078822803,43,2,347,21.38999938964844,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2014,Arena Union Elementary,669382127,13613678
603180,2014,ARMONA UNION ELEMENTARY,5595835003,23,5,1804,247.9199981689453,,12146000,1220000,9028000,1898000,11332000,6096000,659000,0,3929000,2403000,120000,2395000,0,2014,Armona Union Elementary,528785115,19685725
603300,2014,ATASCADERO UNIFIED,8054624200,23,12,4722,193.9900054931641,,47168000,3085000,17445000,26638000,57700000,25218000,12191000,0,17520000,8761000,1144000,82810000,0,2014,Atascadero Unified,4024188008,89127221
603420,2014,ATWATER ELEMENTARY,2093576100,22,11,4855,193.2599945,,48878000,5611000,39109000,4158000,45737000,27039000,1167000,0,17175000,8991000,283000,12114000,0,2014,Atwater Elementary,1537752602,125686507
603600,2014,AZUSA UNIFIED,6269676211,21,18,9277,421.4299926757813,,109124000,10658000,75723000,22743000,111219000,62062000,2782000,0,42518000,17705000,1145000,92540000,0,2014,Azusa Unified,3481912895,108673064
603610,2014,BAKER VALLEY UNIFIED,7607334567,43,4,162,14.75,,4865000,179000,439000,4247000,3529000,1919000,146000,0,977000,689000,22000,382000,0,2014,Baker Valley Unified,1026478454,299799941
603690,2014,BALDWIN PARK UNIFIED,6269623311,21,22,18316,1134.4300537109375,,190266000,18209000,130407000,41650000,180757000,96159000,4616000,0,67535000,35772000,4496000,153701000,0,2014,Baldwin Park Unified,3781964791,164988571
603840,2014,BANNING UNIFIED,9519220200,21,13,4599,169.4499969482422,,52275000,6064000,31343000,14868000,48762000,25928000,1665000,0,16915000,8589000,2253000,46736000,0,2014,Banning Unified,1516169595,193957450
603870,2014,BANTA ELEMENTARY,2092294651,41,3,795,31,,6080000,735000,2379000,2966000,4704000,1941000,286000,0,1213000,677000,884000,9779000,0,2014,Banta Elementary,387434857,30488460
604020,2014,BARSTOW UNIFIED,7602556000,32,12,5920,227.75,,62006000,4755000,44533000,12718000,53750000,30477000,212000,0,19231000,11131000,269000,12385000,0,2014,Barstow Unified,1599436067,230054938
604110,2014,BASSETT UNIFIED,6269313000,21,7,3959,163.6199951171875,,55415000,5017000,34167000,16231000,60568000,27256000,5472000,0,17906000,8813000,1312000,48230000,0,2014,Bassett Unified,1601633025,172858956
604230,2014,BEAR VALLEY UNIFIED,9098664631,32,7,2453,102.3499984741211,,33108000,2088000,14426000,16594000,26652000,14328000,318000,0,9925000,5500000,1241000,18615000,0,2014,Bear Valley Unified,5244528523,64682110
604260,2014,BEARDSLEY ELEMENTARY,6613938550,21,4,1753,73,,18954000,2216000,9578000,7160000,17393000,9147000,31000,0,5849000,3945000,519000,13723000,0,2014,Beardsley Elementary,1515172327,357082555
604290,2014,BEAUMONT UNIFIED,9518451631,21,13,9256,350.6000061035156,,90243000,8301000,55544000,26398000,81943000,43263000,1773000,0,28375000,14499000,2634000,59028000,0,2014,Beaumont Unified,3218861116,44291326
604380,2014,BELLEVUE UNION ELEMENTARY,7075425197,21,5,1872,77.59999847,,24979000,3707000,10461000,10811000,26352000,15529000,1519000,0,8035000,3662000,1377000,28889000,0,2014,Bellevue Union Elementary,2184450907,115232008
604440,2014,BELLFLOWER UNIFIED,5628669011,21,15,13149,565.9400024414062,,133042000,10810000,101300000,20932000,146616000,85677000,10316000,0,54823000,29247000,1905000,37430000,0,2014,Bellflower Unified,5106361845,89463385
604620,2014,BENICIA UNIFIED,7077478300,22,8,4924,210.8000030517578,,49828000,1776000,24705000,23347000,46683000,26915000,2579000,0,19330000,8772000,1433000,72580000,0,2014,Benicia Unified,4660359559,225362333
604650,2014,BENNETT VALLEY UNION ELEMENTARY,7075422201,12,2,1048,43,,9612000,432000,3882000,5298000,9147000,6186000,0,0,3884000,1602000,568000,12387000,0,2014,Bennett Valley Union Elementary,1448649768,15731960
604740,2014,BERKELEY UNIFIED,5106448764,12,19,10442,531.4299926757812,,171671000,8331000,60643000,102697000,168597000,78836000,15014000,0,50742000,30054000,9909000,290944000,0,2014,Berkeley Unified,13569167446,677015923
604800,2014,BERRYESSA UNION ELEMENTARY,4089231880,11,14,7758,321.5,,78762000,4428000,33776000,40558000,73281000,45333000,1887000,0,28939000,17316000,1007000,66158000,0,2014,Berryessa Union Elementary,8739115828,262945795
604830,2014,BEVERLY HILLS UNIFIED,3105515100,21,6,4212,248.1199951171875,,75955000,1777000,5358000,68820000,102857000,37320000,33038000,0,24855000,12077000,5837000,248038000,0,2014,Beverly Hills Unified,23600118623,505405873
604860,2014,BIG CREEK ELEMENTARY,5598933314,43,1,51,4,,1407000,94000,379000,934000,1325000,567000,34000,0,365000,234000,53000,1146000,0,2014,Big Creek Elementary,271235099,61649311
604950,2014,BIG PINE UNIFIED,7609382005,43,3,189,15.100000381469728,,3693000,710000,692000,2291000,4148000,1644000,973000,0,1030000,631000,99000,4331000,0,2014,Big Pine Unified,420870431,2071088
605240,2014,BLACK OAK MINE UNIFIED,5303338300,42,6,1314,58.310001373291016,,14360000,978000,6047000,7335000,15231000,7411000,549000,845000,4661000,3122000,419000,6445000,0,2014,Black Oak Mine Unified,1355488703,15002898
605400,2014,BLUE LAKE UNION ELEMENTARY,7076685674,41,1,188,9,,2072000,238000,779000,1055000,2135000,1309000,133000,0,808000,408000,81000,2069000,0,2014,Blue Lake Union Elementary,252711928,16377397
605610,2014,BONITA UNIFIED,9099718200,21,15,10146,403.9500122070313,,106476000,5937000,63381000,37158000,106594000,56286000,5805000,0,39703000,17997000,6671000,137021000,0,2014,Bonita Unified,7156175789,318302877
605640,2014,BONNY DOON UNION ELEMENTARY,8314272300,41,1,146,7,,2141000,72000,267000,1802000,1899000,996000,47000,0,607000,382000,12000,120000,0,2014,Bonny Doon Union Elementary,484961982,11753691
605670,2014,BONSALL UNION ELEMENTARY,7606315200,21,-2,,,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2014,Bonsall Union Elementary,2864285266,15334103
605730,2014,BRADLEY UNION ELEMENTARY,8054722310,42,1,89,4.5,,1019000,80000,644000,295000,1871000,522000,856000,0,327000,176000,30000,1331000,0,2014,Bradley Union Elementary,128460483,4255244
605790,2014,BRAWLEY ELEMENTARY,7603442330,31,5,3878,147,,40300000,4407000,30450000,5443000,46119000,23898000,7425000,0,16417000,7610000,451000,10645000,0,2014,Brawley Elementary,1138257594,127892852
605820,2014,BRAWLEY UNION HIGH,7603125819,31,3,1878,75.90000153,,23833000,1500000,16977000,5356000,22864000,11137000,2281000,0,7780000,3582000,190000,7300000,0,2014,Brawley Union High,1532589536,158525993
605880,2014,BREA-OLINDA UNIFIED,7149907800,21,9,5977,216.2599945,,81226000,2704000,20158000,58364000,59828000,29934000,6669000,0,19991000,9388000,558000,24241000,0,2014,Brea-Olinda Unified,6730663396,245753059
605940,2014,BRET HARTE UNION HIGH,2097368340,32,3,723,38.93999862670898,,11058000,351000,827000,9880000,10759000,5327000,388000,0,3753000,1985000,432000,13796000,0,2014,Bret Harte Union High,3388297332,59890892
